Administrative_Duration,Informational_Duration,ProductRelated_Duration,BounceRates,ExitRates,PageValues,Administrative,Informational,ProductRelated,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,33,972.25,0.019230769,0.012937063,0,0,1,25,0,May,1,2,1,1,Returning_Visitor,FALSE,0
0,0,965.8333333,0,0.01875,0,0,0,34,0,May,2,2,1,3,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,2,0.4,May,1,1,3,3,Returning_Visitor,FALSE,0
0,0,214,0,0.04,0,0,0,5,0,May,3,2,8,1,Returning_Visitor,FALSE,0
0,0,267,0,0.033333333,0,0,0,7,0.2,May,2,2,7,1,Returning_Visitor,FALSE,0
217,281.5,236.1666667,0,0.014285714,0,8,2,5,0,May,2,2,3,2,Returning_Visitor,FALSE,0
80,48,879.6666667,0,0.007692308,0,1,2,25,0,May,1,1,4,2,New_Visitor,TRUE,0
0,0,1044,0,0.016666667,0,0,0,6,0,May,2,2,2,11,Returning_Visitor,FALSE,0
124.5,132.8333333,901.0916667,0.004,0.010111111,0,6,5,45,0,May,2,5,2,2,Returning_Visitor,FALSE,0
277.6666667,32,1671.257393,0.005555556,0.017195767,0,3,1,32,0,May,3,2,8,2,Returning_Visitor,FALSE,0
398.7,0,1483.366667,0,0.01047619,19.78135119,8,0,50,0.4,May,2,2,2,4,Returning_Visitor,FALSE,0
0,0,5538.916667,0.024,0.055119048,0,0,0,19,0,May,2,2,1,13,Returning_Visitor,TRUE,0
56,0,191,0,0.018181818,0,1,0,11,0,May,2,2,2,4,New_Visitor,TRUE,0
29,0,451.9333333,0.014285714,0.020634921,0,1,0,20,0.4,May,3,2,1,2,Returning_Visitor,FALSE,0
0,0,224,0,0.01,0,0,0,10,0.4,May,2,2,1,4,Returning_Visitor,FALSE,0
147.75,0,670.3,0.012765957,0.023404255,0,5,0,44,0,May,2,2,4,3,Returning_Visitor,FALSE,0
0,0,210,0.16,0.173333333,0,0,0,5,0.4,May,1,1,1,3,Returning_Visitor,FALSE,0
0,0,900.9166667,0.027777778,0.024814815,0,0,0,19,0.6,May,1,1,8,1,Returning_Visitor,FALSE,0
149.5,56.5,368,0,0.013333333,0,4,3,10,0,May,3,2,8,2,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,1,0,1,May,1,1,3,3,Returning_Visitor,TRUE,0
0,0,216,0.066666667,0.077777778,0,0,0,9,0,May,1,1,1,3,Returning_Visitor,FALSE,0
13.5,0,1580.166667,0.024,0.054666667,0,2,0,23,0.8,May,2,2,1,2,Returning_Visitor,FALSE,0
0,0,587.6911765,0.005,0.020277778,0,0,0,40,0.8,May,2,10,1,3,Returning_Visitor,FALSE,0
42.33333333,0,2471.391775,0.005555556,0.020580808,6.221045455,3,0,64,0.6,May,2,2,2,4,Returning_Visitor,FALSE,1
0,0,502.4666667,0,0.035507246,0,0,0,23,0.8,May,2,2,7,1,Returning_Visitor,FALSE,0
0,0,317,0.025,0.041666667,0,0,0,7,0.2,May,2,2,2,6,Returning_Visitor,FALSE,0
0,0,3864.428571,0.006153846,0.023003663,2.7412,0,0,65,0,May,2,4,2,1,Returning_Visitor,FALSE,0
34,0,2456.297619,0.001408451,0.003553372,0,6,0,69,0,May,2,2,3,2,Returning_Visitor,FALSE,0
200.5,0,2656.183333,0.000925926,0.009652076,2.208494444,7,0,66,0,May,2,2,1,1,Returning_Visitor,FALSE,0
85,0,599,0.015,0.035,0,4,0,19,0,May,2,2,1,2,Returning_Visitor,FALSE,0
424.1666667,0,1212,0,0.0125,0,7,0,13,0,May,2,4,4,4,Returning_Visitor,FALSE,0
0,0,127,0,0.066666667,65.988,0,0,3,0,May,2,2,1,11,Returning_Visitor,FALSE,1
0,0,0,0.2,0.2,0,0,0,9,0.8,May,2,2,4,13,Returning_Visitor,FALSE,0
0,0,173.25,0,0.024,0,0,0,10,0,May,2,6,2,2,Returning_Visitor,FALSE,0
65.16666667,16,599.3333333,0.008333333,0.016666667,5.4945,3,2,23,0,May,1,8,2,11,Returning_Visitor,TRUE,1
0,0,2215.866667,0.001041667,0.019583333,0,0,0,48,0,May,4,1,1,4,Returning_Visitor,FALSE,0
220,88,5284.765079,0,0.015,7.668639535,10,2,77,0,May,2,2,3,4,Returning_Visitor,FALSE,0
0,0,433.1333333,0.023529412,0.051960784,0,0,0,17,1,May,3,2,4,4,Returning_Visitor,TRUE,0
389.75,545,1690.790351,0.014642857,0.034671498,13.66158824,6,3,65,1,May,2,10,2,1,Returning_Visitor,TRUE,0
462,57,1621.152083,0.007692308,0.023447941,0,8,1,63,0,May,3,2,5,1,Returning_Visitor,FALSE,0
0,0,454.5,0,0.016666667,0,0,0,13,0,May,3,2,4,13,Returning_Visitor,FALSE,0
0,0,197.5,0.021428571,0.042857143,0,0,0,14,0.4,May,2,2,1,1,Returning_Visitor,FALSE,0
37,0,911.5,0.022988506,0.065517241,0,2,0,29,0.2,May,2,7,3,4,Returning_Visitor,FALSE,0
0,0,196.5,0.044444444,0.066666667,0,0,0,10,0.6,May,2,2,1,3,Returning_Visitor,FALSE,0
28,0,115.6666667,0,0.02,0,2,0,7,1,May,1,1,1,5,New_Visitor,TRUE,0
118.7,26,1019.293939,0.049481481,0.05837037,0,5,1,41,1,May,3,2,7,3,Returning_Visitor,TRUE,0
0,0,715.5,0.022641509,0.036298293,0,0,0,53,1,May,2,2,7,3,Returning_Visitor,TRUE,0
0,0,3147.584294,0.005547653,0.006061121,0,0,0,150,0.6,May,2,2,5,6,Returning_Visitor,FALSE,0
0,0,321.9583333,0,0.022222222,0,0,0,11,0,May,3,2,6,5,Returning_Visitor,FALSE,0
9,0,169.5,0.009090909,0.031818182,0,3,0,22,0,May,2,4,4,3,Returning_Visitor,FALSE,0
89.75,89,2104.3114,0.009615385,0.01954189,8.979934615,2,1,49,0.8,May,1,1,4,2,Returning_Visitor,FALSE,0
0,0,499,0,0.018181818,86.388,0,0,12,0,May,2,2,6,2,New_Visitor,TRUE,1
0,0,120,0,0.044444444,0,0,0,9,0.8,May,2,4,9,2,Returning_Visitor,FALSE,0
281.75,144.5,7009.095996,0,0.011083789,4.947766276,9,2,116,0.8,May,6,2,2,3,Returning_Visitor,FALSE,0
513.5535714,186,8704.372405,0.026260504,0.050212934,2.579064935,10,9,105,0,May,3,2,2,11,Returning_Visitor,TRUE,0
0,0,0,0.2,0.2,0,1,0,1,0,May,1,1,1,2,Returning_Visitor,TRUE,0
0,0,2058.25,0.021138211,0.051219512,0,0,0,42,0.2,May,2,10,7,1,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0.4,May,2,2,1,3,Returning_Visitor,FALSE,0
69,0,580.5,0.010526316,0.049122807,22.32934737,4,1,19,0,May,2,2,1,3,Returning_Visitor,TRUE,1
0,0,0,0.2,0.2,0,0,0,1,0,May,3,2,3,15,Returning_Visitor,TRUE,0
131.75,0,1701.857143,0.0032,0.01918951,0,3,0,52,0,May,1,1,5,1,Returning_Visitor,FALSE,0
15.5,0,312.7,0.01,0.045,0,4,0,15,0.8,May,4,1,3,2,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,2,0,May,2,2,2,3,Returning_Visitor,FALSE,0
4,0,495,0.022222222,0.044444444,0,1,0,9,0.2,May,3,2,2,19,Returning_Visitor,FALSE,0
0,0,202,0.033333333,0.05,0,0,0,6,0.4,May,2,2,6,4,Returning_Visitor,FALSE,0
4.5,0,908.3333333,0,0.0125,33.6501,1,0,39,0,May,2,2,3,2,Returning_Visitor,FALSE,0
0,0,480.5,0.033333333,0.073333333,0,0,0,30,0,May,2,2,7,6,Returning_Visitor,FALSE,0
143.8333333,404.5833333,3473.857143,0.005714286,0.016111111,2.568454762,11,3,58,0,May,2,2,2,3,Returning_Visitor,FALSE,0
0,0,277,0,0.04,0,0,0,5,0,May,2,2,6,13,Returning_Visitor,FALSE,0
0,0,226,0.086666667,0.133333333,0,0,0,5,0,May,1,1,1,1,Returning_Visitor,FALSE,0
0,0,138,0.02,0.1,0,0,0,5,0.8,May,2,2,1,4,Returning_Visitor,FALSE,0
0,0,59,0,0.075,0,0,0,8,0.8,May,2,2,6,13,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,May,2,2,4,3,New_Visitor,FALSE,0
3,0,273,0.035294118,0.070588235,0,1,0,19,0,May,3,2,1,6,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,10,0.8,May,3,2,2,13,Returning_Visitor,FALSE,0
0,0,360,0,0.01875,0,0,0,16,0,May,2,2,2,1,Returning_Visitor,FALSE,0
0,0,40,0,0.1,0,0,0,2,0,May,3,2,3,4,Returning_Visitor,FALSE,0
0,28,0,0.066666667,0.133333333,0,0,2,1,0.6,May,2,2,8,3,Returning_Visitor,FALSE,0
0,0,1547.5,0,0.007407407,0,0,0,27,0,May,4,2,2,2,Returning_Visitor,FALSE,0
37,0,1127.25,0.002666667,0.028,18.56148,2,0,25,0,May,2,5,3,4,Returning_Visitor,FALSE,0
181.1666667,52,996.0833333,0.002777778,0.035515873,6.310740741,8,3,29,0.4,May,2,2,1,4,Returning_Visitor,FALSE,0
0,0,227.7,0.027777778,0.038888889,0,0,0,13,0.4,May,1,1,3,2,Returning_Visitor,FALSE,0
45,0,579.3333333,0,0.022222222,0,3,0,10,0,May,1,1,2,5,New_Visitor,FALSE,0
33,0,237,0,0.014285714,0,2,0,12,0,May,4,2,9,3,Returning_Visitor,FALSE,0
54.5,472,678.5,0,0.010526316,0,3,4,14,0.6,May,3,2,3,2,New_Visitor,FALSE,0
1687.5,0,3098.033333,0,0.025806452,0,2,0,29,0,May,2,4,5,3,Returning_Visitor,FALSE,0
0,0,81,0.08,0.133333333,0,0,0,6,1,May,1,1,2,4,Returning_Visitor,TRUE,0
0,0,285.1666667,0,0.002597403,0,0,0,12,0,May,1,1,5,4,Returning_Visitor,FALSE,0
0,0,340.2,0.066666667,0.075,0,0,0,1,0,May,1,1,3,2,Returning_Visitor,TRUE,0
0,0,231,0.12,0.14,0,0,0,10,0,May,3,2,2,13,Returning_Visitor,FALSE,0
146,37,2054.114286,0,0.011877551,5.789028571,7,2,28,0,May,1,1,9,3,Returning_Visitor,FALSE,0
20,0,2008.833333,0,0.022857143,0,2,0,21,0.6,May,4,1,1,2,Returning_Visitor,FALSE,0
0,0,1065.9,0.016666667,0.04021164,0,0,0,19,1,May,1,1,1,6,Returning_Visitor,TRUE,0
431,0,619,0,0.025,0,4,0,6,0,May,1,8,2,11,Returning_Visitor,FALSE,0
0,0,584.1333333,0,0.007142857,0,0,0,21,0,May,2,2,4,4,Returning_Visitor,TRUE,0
0,0,0,0.2,0.2,0,0,0,1,0.6,May,1,1,7,3,New_Visitor,FALSE,0
210.8555556,0,4107.119658,0.006369427,0.013305319,0.513385987,11,0,149,0.6,May,1,1,3,1,Returning_Visitor,FALSE,0
0,0,293.5,0.05,0.075,0,0,0,12,0.6,May,3,2,1,13,Returning_Visitor,FALSE,0
58.33333333,0,229.6666667,0.033333333,0.041666667,0,3,0,9,0,May,1,8,3,1,Returning_Visitor,TRUE,0
32,0,155.8333333,0,0.034615385,0,2,0,11,0.2,May,2,2,3,4,Returning_Visitor,FALSE,0
5,0,1688.058761,0.004347826,0.016494134,0,1,0,92,0,May,2,2,1,6,Returning_Visitor,TRUE,0
0,0,234,0.022222222,0.088888889,0,0,0,10,0.4,May,2,5,1,4,Returning_Visitor,FALSE,0
0,0,197.2,0.030769231,0.038461538,0,0,0,13,0,May,2,2,7,3,Returning_Visitor,FALSE,0
0,39.66666667,3509.130952,0.005617978,0.015248796,42.8662809,0,2,89,0,May,2,4,3,6,Returning_Visitor,TRUE,0
52,0,866.5,0,0.011764706,0,5,0,16,0,May,2,2,1,2,Returning_Visitor,FALSE,0
0,499,755,0,0.015384615,71.488,0,2,12,0,May,2,5,2,2,New_Visitor,FALSE,1
27,0,30,0.04,0.08,0,1,0,4,0.6,May,3,2,2,11,New_Visitor,FALSE,0
92.5,0,1681.52381,0,0.016993464,53.988,7,0,48,0,May,2,2,2,2,Returning_Visitor,FALSE,0
70,0,2635.61627,0,0.003389831,0,5,0,61,0.6,May,1,8,1,3,Returning_Visitor,FALSE,0
0,0,231.5,0.036363636,0.072727273,0,0,0,22,0.6,May,2,2,4,3,Returning_Visitor,FALSE,0
49.33333333,346.1666667,194.3333333,0,0.002857143,0,3,2,9,0.6,May,2,2,1,2,Returning_Visitor,FALSE,0
427,108,1564.161905,0.018333333,0.024900794,0,5,2,36,0,May,3,3,1,2,Returning_Visitor,FALSE,0
662.5357143,58,854.2863248,0.01875,0.021194084,10.17225,14,2,41,0,May,3,2,4,4,Returning_Visitor,TRUE,1
0,0,124.5,0.05,0.07,0,0,0,4,0.6,May,2,2,6,3,Returning_Visitor,FALSE,0
0,0,1021.75,0,0.021354167,0,0,0,34,0.4,May,2,2,3,3,Returning_Visitor,FALSE,0
626,66,2660.15,0,0.008227848,41.92518987,5,1,77,0,May,1,1,3,2,Returning_Visitor,FALSE,0
0,0,12,0.05,0.12,0,0,0,2,0.6,May,1,1,1,4,Returning_Visitor,FALSE,0
109,125,34,0,0.00952381,0,2,5,1,0,May,3,2,1,4,Returning_Visitor,FALSE,0
0,0,17,0.1,0.15,0,0,0,2,0.6,May,1,1,5,2,Returning_Visitor,FALSE,0
0,0,1135.166667,0.007407407,0.040277778,0,0,0,36,0,May,1,1,1,4,Returning_Visitor,TRUE,0
91,0,298.2333333,0,0.04,0,3,0,13,0,May,1,1,1,6,Returning_Visitor,FALSE,0
0,0,554.5,0,0.018181818,49.62545455,0,0,12,0,May,2,4,5,2,New_Visitor,FALSE,1
23,0,335.6666667,0,0.011904762,0,2,0,22,0,May,2,2,1,2,New_Visitor,TRUE,0
131.3333333,4,2107.583333,0,0.004166667,0,8,1,95,0,May,2,2,4,4,Returning_Visitor,TRUE,0
0,0,96.33333333,0,0.05,0,0,0,4,0,May,1,1,1,2,Returning_Visitor,TRUE,0
128.5714286,10.66666667,2755.336111,0.0028125,0.012821256,8.569134167,9,1,75,0,May,4,2,6,13,Returning_Visitor,TRUE,0
0,0,653.2777778,0.014705882,0.053431373,0,0,0,69,0.6,May,2,4,7,4,Returning_Visitor,FALSE,0
0,0,44,0,0.05,0,0,0,4,0,May,2,4,3,2,New_Visitor,TRUE,0
230.3333333,64,964.047619,0,0.022857143,0,5,2,33,0,May,3,2,7,6,Returning_Visitor,FALSE,0
90,0,650.6666667,0.026086957,0.045217391,0,2,0,22,0,May,2,2,4,1,Returning_Visitor,FALSE,0
245.3333333,0,256.6666667,0.027272727,0.051818182,0,7,0,5,0,May,1,1,3,3,Returning_Visitor,FALSE,0
0,0,28,0.12,0.16,0,0,0,5,0.4,May,3,2,4,3,Returning_Visitor,FALSE,0
0,0,1516.966667,0,0.024242424,0,0,0,23,0.2,May,1,1,8,1,Returning_Visitor,FALSE,0
0,0,648.0678571,0.016666667,0.035648148,0,0,0,24,0.4,May,2,2,3,1,Returning_Visitor,FALSE,0
0,0,462,0.0125,0.05,0,0,0,16,0,May,1,1,1,6,Returning_Visitor,FALSE,0
0,0,63,0,0.033333333,0,0,0,6,0,May,2,2,4,4,Returning_Visitor,FALSE,0
337,39,630.5,0,0.00625,28.794,1,1,16,0,May,3,2,1,11,Returning_Visitor,TRUE,1
0,0,42,0.04,0.08,0,0,0,5,0,May,2,2,2,13,Returning_Visitor,FALSE,0
0,0,688.6666667,0.042105263,0.052631579,0,0,0,19,0.4,May,2,2,6,4,Returning_Visitor,FALSE,0
0,0,181,0,0.00625,0,0,0,8,1,May,1,1,3,2,Returning_Visitor,TRUE,0
117.5,0,285.4166667,0,0.00625,0,3,0,14,0,May,3,2,1,2,New_Visitor,TRUE,0
0,0,61.33333333,0.014285714,0.068571429,0,0,0,7,0,May,1,2,1,2,Returning_Visitor,TRUE,0
105.5,0,2961.483333,0.007058824,0.026666667,0,6,0,81,0,May,2,2,5,4,Returning_Visitor,FALSE,0
0,0,406,0.030434783,0.05942029,0,0,0,23,0.2,May,2,2,1,13,Returning_Visitor,FALSE,0
62.5,0,3222.75873,0.014367816,0.016601512,0,6,0,60,0.6,May,3,2,2,4,Returning_Visitor,FALSE,0
0,0,128,0.028571429,0.057142857,0,0,0,7,0.6,May,3,2,1,3,Returning_Visitor,FALSE,0
243,0,500.7880952,0,0.017105263,0,5,0,19,0,May,1,1,1,4,Returning_Visitor,FALSE,0
9,0,375.75,0.053968254,0.056349206,0,1,0,22,0,May,3,2,4,6,Returning_Visitor,FALSE,0
0,0,534.9166667,0,0.02125,0,0,0,16,0,May,2,2,7,3,Returning_Visitor,FALSE,0
0,0,134,0,0.025,0,0,0,8,0,May,2,2,1,2,Returning_Visitor,FALSE,0
0,0,2098.238095,0.037037037,0.043518519,0,0,0,27,0.8,May,2,2,1,3,Returning_Visitor,FALSE,0
16.5,0,869.1,0.008510638,0.014967916,3.060765957,2,0,48,0,May,2,10,4,3,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,1,0,0,0,May,1,1,1,2,Returning_Visitor,FALSE,0
40,0,1494.5,0.009090909,0.004545455,0,2,0,21,0,May,2,2,7,2,Returning_Visitor,FALSE,0
12,0,510,0,0.035714286,0,2,0,13,1,May,1,1,2,3,Returning_Visitor,TRUE,0
0,52,699.25,0.023809524,0.028571429,0,0,2,12,0,May,1,1,3,3,Returning_Visitor,FALSE,0
0,0,331.3333333,0.053333333,0.096,0,0,0,5,0,May,2,10,3,4,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,2,0,May,3,2,4,3,Returning_Visitor,FALSE,0
0,0,321,0,0.05,0,0,0,8,0.2,May,2,2,3,4,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,May,3,2,3,3,Returning_Visitor,FALSE,0
0,0,88,0.115384615,0.125641026,0,0,0,13,0.6,May,3,2,1,3,Returning_Visitor,FALSE,0
58,115,1563.930952,0.006578947,0.017192982,0,2,5,71,0.8,May,3,2,1,4,Returning_Visitor,FALSE,0
0,0,55,0.044444444,0.111111111,0,0,0,3,0,May,3,5,1,3,Returning_Visitor,FALSE,0
79.75,0,419.25,0.006818182,0.026893939,0,11,0,31,0.8,May,2,2,1,3,Returning_Visitor,FALSE,0
109.5,21,4643.755952,0.001687764,0.010776613,7.152750452,6,1,157,0.8,May,2,5,2,4,Returning_Visitor,FALSE,0
0,172,564.5,0,0.042965368,0,0,1,21,0.8,May,3,3,2,1,Returning_Visitor,FALSE,0
0,0,65.66666667,0.066666667,0.1,0,0,0,6,0,May,2,2,2,3,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,May,1,1,3,3,New_Visitor,FALSE,0
47.16666667,3,1462.659125,0.004651163,0.019047619,7.734903101,1,1,42,0,May,2,2,6,4,Returning_Visitor,FALSE,1
115,31,404.6190476,0,0.026,0,2,2,23,0,May,1,1,2,2,Returning_Visitor,FALSE,0
0,0,392,0,0.026923077,0,0,0,13,0.6,May,3,2,1,13,Returning_Visitor,FALSE,0
0,0,960.7333333,0.015789474,0.051754386,0,0,0,19,0,May,2,2,4,6,Returning_Visitor,TRUE,0
0,0,0,0.2,0.2,0,0,0,1,0.4,May,1,1,1,3,Returning_Visitor,FALSE,0
0,0,726.2761905,0.031578947,0.056052632,0,0,0,38,1,May,2,2,4,13,Returning_Visitor,TRUE,0
71.3,0,4415.333333,0.009950249,0.02453119,0,4,0,66,0.4,May,2,2,6,11,Returning_Visitor,FALSE,0
0,0,40,0.142857143,0.157142857,0,0,0,7,0.6,May,3,2,3,4,Returning_Visitor,FALSE,0
140,12,723.315873,0.001212121,0.006277056,4.504381818,6,1,52,0,May,3,2,4,11,Returning_Visitor,FALSE,0
750.75,80,1088.05,0.011320755,0.021069182,0,10,3,49,0,May,1,1,3,3,Returning_Visitor,FALSE,0
121.6666667,62,1688.72619,0,0.011764706,15.08488235,8,2,30,0,May,2,2,3,2,Returning_Visitor,FALSE,1
0,0,0,0.2,0.2,0,0,0,3,0.2,May,3,2,1,4,Returning_Visitor,FALSE,0
0,0,998.9545455,0.0076,0.025933333,0,0,0,50,0.8,May,2,2,3,2,Returning_Visitor,FALSE,0
243,106,1654.722222,0.028571429,0.028214286,31.178125,5,3,22,0,May,4,2,1,1,Returning_Visitor,FALSE,0
0,0,281.5,0.016666667,0.020833333,0,0,0,12,0,May,2,4,7,4,Returning_Visitor,TRUE,0
0,0,1501,0.093333333,0.126666667,0,0,0,14,0,May,3,2,4,4,Returning_Visitor,FALSE,0
0,0,153.5833333,0,0.020512821,0,0,0,13,0,May,2,2,4,13,Returning_Visitor,FALSE,0
0,0,109,0,0.033333333,0,0,0,3,0,May,3,2,4,4,Returning_Visitor,TRUE,0
0,0,483.5833333,0.021052632,0.025789474,0,0,0,19,0.2,May,1,1,4,3,Returning_Visitor,FALSE,0
0,0,586.3333333,0.010526316,0.037593985,0,0,0,38,0.4,May,2,2,3,13,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0.8,May,2,2,1,1,Returning_Visitor,FALSE,0
0,0,2213,0.004545455,0.031060606,0,0,0,41,0.2,May,2,2,5,4,Returning_Visitor,FALSE,0
0,0,50.5,0.057142857,0.1,0,0,0,7,0,May,3,2,1,3,Returning_Visitor,TRUE,0
0,10,178,0.019607843,0.043137255,0,0,2,15,0,May,2,2,1,4,Returning_Visitor,FALSE,0
70.83333333,30,1150.192063,0.003125,0.0125,23.554375,4,1,27,0,May,2,2,1,2,Returning_Visitor,FALSE,1
0,0,0,0.2,0.2,0,0,0,1,0,May,2,2,4,1,Returning_Visitor,FALSE,0
86.08333333,0,892.9166667,0.005714286,0.011428571,0,6,0,32,0,May,2,2,1,5,New_Visitor,TRUE,0
0,0,173,0,0.016666667,0,0,0,12,0.8,May,1,1,6,1,Returning_Visitor,FALSE,0
252.5,506,289.6666667,0,0.021212121,29.77418182,10,2,14,0,May,2,4,4,2,Returning_Visitor,FALSE,1
126,0,633.9857143,0.004166667,0.021296296,0,4,0,22,0,May,3,2,4,2,Returning_Visitor,FALSE,0
318,0,1837.966667,0.032894737,0.044423559,0,5,0,36,0.4,May,3,2,1,11,Returning_Visitor,FALSE,0
331.1666667,154,8038.325302,0.007332941,0.027963219,0,9,4,154,0,May,2,2,1,5,Returning_Visitor,FALSE,0
169.5,724,706.9837662,0.005714286,0.023761905,0,9,2,31,0,May,1,1,1,1,Returning_Visitor,FALSE,0
0,0,0,0.2,0.2,0,0,0,1,0,May,2,2,1,13,Returning_Visitor,FALSE,0
0,0,352,0,0.05,0,0,0,4,0.4,May,2,2,3,1,Returning_Visitor,FALSE,0
203.4714286,0,11308.09795,0.001699507,0.012414872,0.673127586,12,1,220,0.8,May,2,2,5,6,Returning_Visitor,FALSE,0
94,0,501.5,0.06,0.106666667,0,2,0,9,0.8,May,3,2,8,13,Returning_Visitor,FALSE,0
359,16,497.6666667,0.007692308,0.023076923,0,8,1,19,0,May,2,4,7,1,Returning_Visitor,FALSE,0
0,0,406,0.064285714,0.079166667,0,0,0,27,0.6,May,3,2,1,3,Returning_Visitor,FALSE,0
135.5,30,4115.978571,0.001470588,0.011288515,2.273598775,7,2,129,0,May,2,2,1,2,Returning_Visitor,TRUE,0
0,0,2.333333333,0.15,0.1625,0,0,0,4,0,May,2,2,4,13,Returning_Visitor,FALSE,0
0,0,121.5,0.025,0.066666667,0,0,0,12,0,May,2,4,1,2,Returning_Visitor,TRUE,0
0,0,869,0,0.022222222,0,0,0,9,0,May,2,5,1,4,Returning_Visitor,FALSE,0
0,0,403,0.05,0.1,0,0,0,4,0,May,1,1,1,15,Returning_Visitor,TRUE,0
0,0,12,0,0.1,0,0,0,1,0,May,1,1,4,1,Returning_Visitor,TRUE,0
0,0,865,0.026666667,0.04,57.584,0,0,15,0,May,2,2,1,4,Returning_Visitor,FALSE,0
13,0,220.3333333,0,0.002197802,0,1,0,13,0,May,2,2,8,16,Returning_Visitor,FALSE,0
0,0,222,0.133333333,0.133333333,0,0,0,3,0,May,1,1,3,3,Returning_Visitor,FALSE,0
21,0,657.1666667,0,0.025,0,4,0,16,0,May,2,2,2,11,Returning_Visitor,FALSE,0
109,0,131,0,0.028571429,0,3,0,6,0,May,1,1,7,3,New_Visitor,FALSE,0
189,32,1517.9,0,0.007142857,34.34857143,3,1,26,0,May,2,2,7,1,New_Visitor,FALSE,1
36,0,538.2878788,0,0.017708333,18.370625,1,0,17,0,May,1,1,1,4,Returning_Visitor,FALSE,0
25,52,4139.625,0.013636364,0.032912458,5.976060606,2,3,60,0.4,May,2,2,4,13,Returning_Visitor,FALSE,0
0,140,832.8333333,0.006896552,0.040229885,0,0,4,26,0,May,3,2,1,2,Returning_Visitor,FALSE,0
0,0,464,0,0.022222222,29.31555556,0,0,9,0,May,2,2,1,2,Returning_Visitor,FALSE,1
82.16666667,0,673.4813797,0.016326531,0.025194363,15.15205714,4,0,45,0.2,May,2,2,7,2,Returning_Visitor,FALSE,0
0,0,217,0.005555556,0.031481481,0,0,0,18,0.8,May,1,1,1,1,Returning_Visitor,FALSE,0
0,0,472.9952381,0.015384615,0.030769231,0,0,0,13,0,May,2,4,2,3,Returning_Visitor,TRUE,0
63,0,1500.380952,0.010810811,0.01981982,14.33124324,8,0,36,0,May,2,2,2,4,Returning_Visitor,FALSE,0
0,0,241,0,0.033333333,0,0,0,6,0,May,2,10,2,3,Returning_Visitor,FALSE,0
101.5,0,692.6666667,0,0.0125,146.23875,2,0,16,0,May,2,2,5,2,New_Visitor,FALSE,1
704.8699248,269.5,9487.639162,3.35E-05,0.014896228,2.873954681,19,2,187,0,May,2,2,1,2,Returning_Visitor,FALSE,0
0,0,455.5,0,0.014285714,0,0,0,15,0,May,2,10,3,2,New_Visitor,FALSE,0
0,0,49,0,0.1,0,0,0,2,0,May,2,4,5,1,Returning_Visitor,FALSE,0
0,0,259,0.1,0.15,0,0,0,4,0.6,May,2,4,3,1,Returning_Visitor,FALSE,0
0,0,2065.15,0.005,0.034444444,0,0,0,20,0.8,May,1,1,1,3,Returning_Visitor,FALSE,0
0,0,4190.75,0.021764706,0.074369748,0,0,0,34,0,May,2,2,8,6,Returning_Visitor,FALSE,0
0,0,65,0.1,0.111111111,0,0,0,3,0,May,3,2,1,3,Returning_Visitor,FALSE,0
27,6,129.2,0.02962963,0.077777778,0,2,2,6,0,May,2,2,4,3,Returning_Visitor,FALSE,0
0,0,607.4666667,0,0.002777778,39.97777778,0,0,37,0,May,1,1,1,2,Returning_Visitor,TRUE,1
196.1385918,28,8699.407065,0.019308469,0.047477294,2.613452922,24,1,113,0,May,2,2,6,11,Returning_Visitor,TRUE,0
0,0,2022.25,0.008333333,0.048611111,0,0,0,24,0,May,2,2,3,13,Returning_Visitor,FALSE,0
0,0,761.25,0,0.014035088,0,0,0,21,0,May,3,2,3,1,Returning_Visitor,FALSE,0
114.25,17.33333333,874.5833333,0,0.012345679,54.33103704,7,1,25,0,May,2,5,2,4,Returning_Visitor,TRUE,1
0,0,1483,0.007894737,0.021754386,0,0,0,21,1,May,1,1,3,7,Returning_Visitor,TRUE,0
100,0,639.5,0,0.008695652,101.3721739,2,0,22,0,May,1,1,1,4,Returning_Visitor,TRUE,1
0,0,356,0.011111111,0.038888889,0,0,0,18,0.2,May,3,2,3,13,Returning_Visitor,FALSE,0
432.5833333,112,2132.683333,0.021288515,0.041498896,0,12,3,42,0.6,May,1,1,3,2,Returning_Visitor,FALSE,0
0,0,431.0833333,0.018181818,0.022727273,0,0,0,22,0.6,May,3,2,7,13,Returning_Visitor,FALSE,0
118,10,401.95,0.004761905,0.013015873,0,9,2,16,0,May,1,1,1,3,Returning_Visitor,FALSE,0
